id;is_misinfo;Texts
1,35932E+18;0;Got my appointment for the Moderna vaccine at the AC supersite for next month. I was in line for over 5 hours today before I got in. Worth it.
1,34439E+18;1;.@yvannacancela Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines
1,34655E+18;0;"My second Covid vaccine is scheduled for tomorrow and I feel like I’m going in to get my super power. 

#ThisIsOurShot @ThisIsOurShot https://t.co/s2wIsDQqS2"
1,35983E+18;1;My sister don't let me feed strawberry and apple to my 1 year old nephew because some experts command it but she will have him choked with mask and jabbed untested vaccine. Anybody please tell me what is this situation?
1,3611E+18;1;"Surgeon Dies of COVID Complication Weeks After Second Vaccine https://undefined/news/0YbaqWLC/surgeon-dies-of-covid-complication-weeks-after-second-vaccine?docid=0YbaqWLC&amp;s=ws_tw_o"
1,34423E+18;0;Grateful that my father-in-law received his first dose of the Pfizer vaccine today, but alarmed that the GP practice was not COVID-proof. A small, non-ventilated waiting room with 10+ people in it is a recipe for disaster. He requested to wait outside instead. /cc @nadhimzahawi
1,38749E+18;0;Just call me King @pfizer the First of Hfuhruhurrland!!! Ah the relief!!!! MH xxx #vaccine #VaccinesWork #vaccinated https://t.co/yjXRH9QYuP
1,3738E+18;0;"Grateful to have received my first dose of the #COVID19Vaccine @TheRMH yesterday. Arm is a little sore today, but otherwise am feeling happy, healthy and hopeful for the future. Let’s beat this virus! 
#vaccine #covid_19 #pandemic #health #choosescience #healthcare #truth #hope https://t.co/JGPJQFnI9o"
1,34689E+18;0;Mom and dad have both received their first covid vaccine! I’m so happy!!
1,36028E+18;0;Getting the second dose of the vaccine today, hopefully doesn't turn me into a human.
1,36052E+18;1;"https://t.co/tzHjQi3R4S
Dan is a Fascists and is working on agenda 2030 world depopulation"
1,3733E+18;0;Got the first vaccine let's fukken go baybee
1,34697E+18;0;For those who stormed the Capitol today, at the very least, their penalty should include a mandatory COVID-19 vaccine shot.
1,34219E+18;0;If you’ve worn your cloth mask for days without washing it or worn a surgical mask for days without changing it, don’t worry about what’s in the vaccine.
1,34361E+18;0;"I'm excited to document my first dose of the @pfizer COVID-19 vaccine today. A practical way to love my neighbor. Thanks, @PineRestGR #stopCOVID 
Looking for helpful information about all things COVID-19? I've appreciated https://t.co/ADDgbTFF0F https://t.co/ghPpXUBfbF"
1,35879E+18;1;Local Radio Reports 'Many Dying' in Israel Following Pfizer Experimental mRNA Injections https://t.co/AEd5gdouMe
1,38739E+18;1;"Moderna ""vaccine"" is gene therapy per FDA:

""Currently, mRNA is considered a gene therapy product by the FDA.""

https://t.co/7V2FtVyaEY"
1,38791E+18;0;"Very much appreciate all the @TheWECHU volunteer and health care staff working at our mass vaccination centers<U+0001F64F><U+0001F64F>Got my first #Pfizer shot today <U+0001F637>The process @wfcucentre was so well-organized, quick &amp; accessible  #vaccinated #VaccinationCovid #VaccinesWork"
1,39033E+18;1;You can say you’re following the science, OR you can continue to needlessly mask your kids and eventually inject an experimental and hastily-developed vaccine into them—all for a virus that barely affects them and they’re not spreading—you CANNOT do both.
1,35921E+18;0;"I just got my first Covid vaccine dose. Guys don't hesitate to take the vaccine, we all want to go back to a normal life. 
#CovidVaccine #COVID19 #vaccinated https://t.co/PDyvlm2QR3"
1,36031E+18;0;Getting my first vaccine today. I didn’t think I would be, but I’m actually pretty giddy about it. #teachinginapandemic #kansasteacher #CovidVaccine
1,36109E+18;0;So I have aches and pains from the 2nd dose of the vaccine. No fever. I just realized that I can take medicine to deal with my aches and pains but I’m currently being held hostage. https://t.co/5560pmEdMs
1,34539E+18;0;I’ve decided I’m definitely getting the vaccine. Even if it messes with my fertility, (which hasn’t been proven) it’s still worth it. I’d rather not get Covid and risk developing ARDS or POTS.
1,37373E+18;0;Just got my first dose of the COVID vaccine. I'm so glad I was eligible and it was available.
1,36109E+18;0;Finally been able to book back in for my vaccine #2ndTimeLucky
1,37329E+18;0;First shot done. #Moderna https://t.co/HVRquTaboq
1,34475E+18;0;Thank you so much to everyone who helped me through 2020. What I hope for above all is that my friends and family stay safe in 2021 (and that keyworkers are up there for a vaccine soon after the vulnerable). But I also feel excited and optimistic for next year too. <U+2764><U+FE0F>
1,36034E+18;0;We getting the vaccine next week <U+0001F64F><U+0001F3FC>
1,34364E+18;0;Well I received my first dose of the Moderna vaccine at 1pm today. So far I feel fine.
1,37373E+18;0;That awkward moment when I can’t tell if my first vaccine made me fatigued or if I’m just more tired than usual <U+0001F937><U+0001F3FC><U+200D><U+2640><U+FE0F>
1,3469E+18;0;"I'm tired of these vaccine conspiracies. If they really wanted to ""test out the side effects"" they wouldn't have given politicians and health care workers first dibs. They would have tested it on low income neighborhoods"
1,34252E+18;1;"Fauci's Bioweapons in Disguise, the Vaccine Is the Virus, &amp; the War Against Life - Clint on Jim Duke https://t.co/yUFp0PYfTU via @BitChute"
1,34648E+18;0;If you eat pickles, you shouldn’t worry about what’s in the vaccine
1,37374E+18;0;WE GOT APPOINTMENTS FOR THE VACCINE!!!!!!!!!!!
1,34646E+18;0;I got my second dose of the COVID-19 vaccine today @UTSWNews @utswclements! Looking forward to a time when everybody around the world has the opportunity to be be vaccinated! Trust science! https://t.co/4g6f1neLcH
1,3469E+18;0;My dad got the first vaccine shot as a hospital worker. I am both jealous and so hopeful to see vaccine delivery unfolding.
1,3879E+18;0;"Second Shot day! Side effects include eating ice cream....Who am I kidding, <U+0001F366>is my daily side effect! 
#Grateful #vaccinated #forgetregretorlifeisyourstomiss #pfizer"
1,372E+18;1;"SOME REALLY INTERESTING INFO HERE PEOPLE <U+0001F441><U+0001F441><U+0001F442><U+0001F442>
WISE UP AMERICA  !!! 
#COVID19 #vaccine
Dr. Steve Hotze: Covid-19 vaccine is not a vaccine but a gene therapy https://t.co/tvN3ZxAXyH"
1,34649E+18;0;There is no current evidence of any impact that the COVID-19 vaccine has on fertility. Obviously, people who are wanting to start families understandably, have concerns about any kind of drug or vaccine they may need. For more information please visit: https://t.co/MvwxkRampa
1,38728E+18;1;Trying to keep updated on our (very poor) vaccine rollout but having to witness a whole bunch of middle aged anti-vaxxers cite some random YouTube channel as their “source” for the vaccine actually being “experimental gene therapy” https://t.co/nBMfsybEU0
1,34687E+18;0;Mum had now had the vaccine. Phew.
1,34193E+18;1;"Global reset means genocide(80% depopulation plan) and communism. China, Mexico &amp; “purple revolution” are overthrowing the U.S. The virus, lockdowns &amp; “vaccine” are pre-planned weapons of this war. Ties to spygate cover-up (AKA crossfire hurricane).Thread https://t.co/0heTaDzoIu"
1,34696E+18;1;"#COVIDvaccine Side effects
21 persons experienced a serious &amp; potentially life-threatening allergic reaction (anaphylaxis) of first 2M vaccinated. 10x influenza and still rare. Interesting: mainly women, 2/3 had never had anaphylaxis but most allergies 
https://t.co/dgVDOYhMTA"
1,38598E+18;1;"Got the Pfizer, Moderna and J&amp;J “vaccine” aka gene therapy, hey if two masks are better than one, multiple “vaccines” must also be better than one right <U+0001F602> @FatEmperor @justin_hart"
1,36001E+18;1;Moderna’s SEC filings, which Martin claims to have carefully reviewed, specifies and stresses that its technology is a “gene therapy technology.” Originally, its technology was set up to be a cancer treatment, so more specifically, it’s a chemotherapy gene therapy technology.
1,38813E+18;1;"Nothing is as detestable as people who boast and brag about getting the vaccine. It screams ""I'm obedient to the state, and am taking experimental DNA Altering gene therapy"". Virtue-stupidity at it's finest."
1,35999E+18;0;Second dose is in. Next step toward normalcy. #vaccinated #Moderna #CovidVaccine https://t.co/0jFxgDybci
1,37298E+18;0;"Got my first Moderna shot today!  Feeling good.  I'll be back next month for the second dose.  <U+0001F489><U+0001F601><U+0001F1FA><U+0001F1F8>
#GetCovidVaccinated
#RealPatriotsGetVaccinated https://t.co/GrpM3Gf3hH"
1,34397E+18;0;VP Harris received her vaccine... we still not doing it Joe
1,36028E+18;0;Crazy how the second dose of the vaccine has people reacting so different. I know people who feel sick af and I feel completely fine.... weird
1,37195E+18;1;"Expiramental gene therapy ""vaccine"" ingredients.
https://t.co/qBbxzg155r"
1,34689E+18;1;"Pfizer warns ""no data"" to show single dose of vaccine offers protection after 21 days https://t.co/fut6UxMrhQ .
ANOTHER #JOHNSON F***UP on it's way with more deaths if he doesn't sort out this S#itshow"
1,38749E+18;0;'There is panic everywhere - people are running for hospitals' - doctor ... https://t.co/TOrtg3KDX8 #CovidVaccine #covid19 #COVID19Vaccine #CoronavirusPandemic #vaccine #vaccination #vaccinated #MedTwitter <U+0001F489>
1,3859E+18;1;https://t.co/6SS7Ih2u56  #vaxxed updates #vaccinatiepaspoort #vaccinatieplicht #vrtnws #Agenda21 #DepopulationAgenda !  Mass murder in full play .. https://t.co/4JAU7Ta814 <U+0001F648>
1,38671E+18;1;"The COVID-19 So-Called &amp;quot;Vaccine&amp;quot; Is Really A Dangerous Experimental Gene Therapy Just Say &amp;quot;No!&amp;quot; https://t.co/MNzqiPv6mK"
1,38616E+18;1;Past repeating itself, but that was an ordinary vaccine, not a gene therapy one, that's being tested on us without pay/compensation..1that isn't needed, but propaganda made it so60 Minutes Mike Wallace Exposes the 1976 Swine Flu Pandemic Vaccine Inju... https://t.co/3eiWbtwZ0E
1,38749E+18;0;"Ready to be vaccinated! First one at 04/05! Closer to ""freedom"" #vaccinated #GetVaccinated #vaccination #CoronavirusVaccine #coronavirus #<U+03BA><U+03BF><U+03C1><U+03C9><U+03BD><U+03BF><U+03B9><U+03BF><U+03C2> #AstraZeneca"
1,3879E+18;1;The dumbest and most braindead, indoctrinated fools I’ve had the misfortune to listen to on #bbcqt talking about parallel vaccine rollouts and sending vaccines to India. STFU. If the bullshit virus is going to mutate, how exactly will this vaccine (gene therapy) help???
1,38748E+18;0;So grateful to science and the health professionals who made getting a vaccine a pleasure. Feel elated that I’m one step closer to protecting my families - home and Room 103. #vaccinatededucator  #haltonregion https://t.co/v9V5BrHnp2
1,34225E+18;0;If you’ve swallowed for a guy who lives off Monster and Cigarettes,,,don’t worry about what’s in the vaccine
1,36004E+18;0;Got my parents signed up for the Covid vaccine <U+0001F91E>
1,35929E+18;0;just got an email about getting my covid vaccine LOL what poor timing
1,3723E+18;1;It's not a vaccine.  It's untested gene therapy.  The FDA has not approved any of these.  It's in experimental phase.  The experiment is YOU.  They skipped animal testing.  Your immune system will never recover by making it harder for you to combat the tiniest of viruses.  FACTS!
1,38727E+18;0;"What a privilege &amp; blessing to get the vaccine. Just do it.
#VaccinesWork #vaccinated #COVID19 #vaccine #JustDoIt #healthy #pandemic #doctors #disease #prevention #health #education 
https://t.co/nljygtx4IZ https://t.co/HzmjqMF38P"
1,36011E+18;0;my nana apparently got the vaccine today!!
1,39027E+18;1;"Share <U+2757><U+FE0F> Share <U+2757><U+FE0F> Share <U+2757><U+FE0F>

The truth has come to light.
Yes it does change DNA.....don’t take the vaccine!Please alert your people of this important DNA information!It's NOT a vaccine and I guess you know it ! It's pure poison messing with people's DNA !

https://t.co/DwYHnMrvMY"
1,38777E+18;1;<U+0001F6A8><U+0001F6A8><U+0001F6A8><U+0001F6A8><U+0001F6A8><U+0001F6A8>Do not take the <U+2620><U+FE0F><U+0001F489>toxic vaccine. Listen to their testimony<U+0001F625>WAKE UP BEFORE ITS TOO LATE.. Do not be a <U+0001F411><U+2620><U+FE0F><U+0001F489> https://t.co/U2Ab16Fpq5
1,34451E+18;1;"This is still an unapproved vaccine. Its experimental. Its only been authorized to be given to those with informed consent . You cant legally mandate an experimental treatment 

60% of Ohio nursing home workers refuse vaccine https://t.co/iAiznB4rop via @ohiocapjournal"
1,34445E+18;0;just signed to get the covid vaccine next week i’m so excited??
1,38788E+18;0;My first dose of the vaccine meeting the second dose. #vaccinated #Pfizer https://t.co/qF768XkpSj
1,36023E+18;1;Former Pfizer VP: ‘No need for vaccines,’ ‘the pandemic is effectively over’|<U+9152><U+4E95><U+61B2> #note https://t.co/uoBWJLsH2x
1,36016E+18;1;One of the leading causes of death in the US is medical malpractice but y'all go ahead and line up for that experimental, improperly tested, rushed mRNA therapy shot they're passing off as a vaccine. I honestly won't feel sorry if you get sick or die from it.
1,39023E+18;0;"Second vaccination: boom! I am very grateful for this country’s excellent vaccine programme &amp; for all the vaccinators &amp; volunteers. I reckon we can be very proud of it. But as they are still stealth privatising the NHS &amp; because of the second wave, still not voting Tory. https://t.co/fAOZrvryt4"
1,34696E+18;0;Got my second Covid vaccine and hitting shoulders on the same day because I hate myself
1,3422E+18;0;If you’ve ever been to Sensations don’t worry about what’s in the vaccine.
1,34195E+18;0;"Due conspiracy theorists think we'd make a dangerous vaccine and then compromise all our doctors first? No logic behind that

Fact that medical professional and politicians getting the vaccine first is indication that it's likely safe and effective in mitigating the pandemic"
1,34593E+18;1;"People: ""Don't buy a new console for at least a year, bro. Early adopters pay the price.""

Also people: ""Woo! New unproven vaccine!"""
1,38781E+18;0;"Happy 2 week anniversary to my second Pfizer shot.
 
#VaccinesWork #vaccinated"
1,35903E+18;1;COVID-19 Agenda Exposed! Dr. David Martin: The COVID Vaccine Is Gene Therapy, Not a Vaccine https://t.co/N0nmL0I4Bd via @Vision Launch Media
1,35927E+18;0;Everything is awful, but my mom just got the second dose of the vaccine, and my dad's getting his first tomorrow
1,346E+18;1;"The COVID-19 experimental  vaccine requires careful vetting. The language used to describe the 'safety and efficacy' of the recently authorized CO19 vaccine is misleading. 

 #VaccineforSouthAfrica #VaccineStrategy Zuma ndlozi Cyril Ramaphosa Bill Gates
 https://t.co/CIDSLY8GGs"
1,34292E+18;0;if youre from argentina dont worry about whats in the vaccine
1,3592E+18;1;Israel: MANY DYING IN ISRAEL FOLLOWING THE EXPERIMENTAL PFIZER COVID MRNA INJECTIONS ...https://t.co/Fmk285pre1 via @BitChute
1,34462E+18;1;"People never shamed me into getting a flu shot over “herd immunity” and they won’t shame me into getting this rushed vaccine either. 

It’s all about control for weak and underachieving losers - it’s not about a virus."
1,3469E+18;0;First dose of the #CovidVaccine received - thank you science and #Moderna
1,34223E+18;0;If you ever smoked smarties do not worry about what’s in the vaccine <U+0001F923>
1,36026E+18;0;"COVID VACCINE POLL!!!

1. is your country vaccinating"
1,38776E+18;0;Zero side effects for either of us mind a wee sore spot at the jab site. #vaccinated #AstraZeneca
1,37262E+18;1;Using “Herd Immunity” Excuse for Gene Therapy Vaccine on Kids https://t.co/ubCqBOvNRS via @grtvnews
1,38748E+18;0;"Fully vaccinated seniors are 94 percent less likely to be hospitalized with covid-19 https://t.co/Dco4p9ldCb   

Get #face2face with those you love. Get back to what inspires you. Get #vaccinated .

#GetTheVax #f2fa"
1,38714E+18;0;Currently Booking: Citizens 44 years and older (born on this day in 1977 or earlier) provincially (online and call centre booking available) c/o: https://t.co/ujWWhpzO3i #sk #sask #GetVaccinatedSK (04/27 02:08 PM CST)
1,34647E+18;0;if you’re from florida, you don’t need to worry about what’s in the vaccine
1,34672E+18;0;If you find noah attractive then don’t worry about what’s in the vaccine
1,35918E+18;0;Just Got My Second Vaccine, I’m Immune Mofos<U+203C><U+FE0F><U+0001F977><U+0001F3FF>
1,37288E+18;1;Using “Herd Immunity” Excuse for Gene Therapy Vaccine on Kids https://t.co/CGobHM2n12 via @grtvnews
1,38789E+18;0;Got our second Moderna shots today!! #GetVaccinated #StopTheSpread #EndCovid19 https://t.co/p4zKjpxMAc
1,36026E+18;1;"How many more have to die from #COVID19? 

This administration has no plan, has not effectively passed out the vaccine, and continues to dodge the press and American public. 

When will we get answers? 

#illegitimateJoeBiden"
1,34407E+18;0;Nervous. Excited. Hopeful. Grateful.  Received the COVID vaccine today.  Thank you <U+2066>@uihealthcare<U+2069> for all of your efforts to get staff vaccinated. https://t.co/xUxpZFjE3Q
1,37329E+18;0;"GOT MY SHOT  

#Pfizer https://t.co/DQAr1hiZoh"
1,37298E+18;0;The day I’ve been looking forward to for the past year has finally arrived! Got my Pfizer mRNA injection today! Alright, ribosomes, let’s make some spike protein!! <U+0001F4AA><U+0001F489> #GetVaccinated https://t.co/mDvUplLEJQ
1,34667E+18;0;If you eat these you don’t need to worry about what’s in the vaccine https://t.co/EX5UguaHT4
1,37293E+18;0;Got my first Moderna shot this morning. Tri-County Health Department definitely has their act together. I love my state. #vaccinated https://t.co/zXAi5NxXCd
1,35994E+18;1;"Fast-track experimental vaccines, indemnify the makers against liability for screwing them up, threaten people with permanent travel restrictions &amp; loss of social welfare entitlements if they refuse a jab, then look surprised when they don't trust you. <U+0001F926><U+200D><U+2642><U+FE0F> https://t.co/0bLCDjiiGB"
1,37294E+18;0;Just got my first dose of Pfizer! Lucky to be vaccinated at the Swamp, down where the Gators play. Thank you, @UFHealth #GoGators #vaccinated https://t.co/JhpKZCoZam
1,35985E+18;1;"CDC: Over 500 Deaths Now Following mRNA Experimental Injections – ""Vaccine Hesitancy"" Increasing https://t.co/mxorjCqhSK"
1,38709E+18;0;Day after my first dosis of vaccine: feeling good, a bit tired and painful arm but it’s not that bad! <U+0001F489><U+2728><U+263A><U+FE0F>#GetVaccinated #COVID19AB #PfizerVaccine
1,34462E+18;0;Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ https://t.co/QejuKjXUTD
1,36044E+18;0;Thanks to a dear friend I have an appointment for my first Covid vaccine on Monday night! https://t.co/yx6vPSqfY4
1,37294E+18;0;This second dose of the vaccine is so making me feel weird. Anyone else getting huge waves of headaches and fatigue after the shot? #vaccine #PfizerGang #vaccinated
1,39027E+18;0;Info for #Berlin community: Went to the GP this morning to ask for an #AstraZeneca #vaccination appointment. They gave me the shot right away. The second shot is in the end of July.
1,38614E+18;0;If you ever ate anything made in an easy bake oven, don’t worry about what’s in the vaccine
1,36109E+18;0;Nearly 53m covid-19 vaccine doses have been administered in the US, according to the CDC —
1,34654E+18;0;if you ever played with this as a kid you don't have to worry about whats in the covid vaccine https://t.co/GePFMtxyUi
1,37344E+18;1;Two more hospital staff workers with blood clots due to AstraZeneca. This is insane they allowed this vaccine to return. To promote public confidence, we need to completely terminate harmful vaccines. This is capitalism at its highest. https://t.co/EgPN6ezBYH
1,34407E+18;1;"Scientists Baffled by Covid Vaccine Allergic Reactions

https://t.co/BzZTsyWqOV

How could an untested, rushed to marked, experimental vaccine cause problems?? Who would have guessed it? (note small pun)"
1,37409E+18;0;"#VaccinEquity starts right here <U+0001F30D> 
#vaccinated 
#AstraZeneca 

#Protect
#Invest
#Together https://t.co/zNqXs4ePWm"
1,34651E+18;0;if you put unwashed dick in your mouth then you won’t have to worry about what’s in the covid vaccine <U+0001F974>
1,35876E+18;1;"Spain refused to use AstraZeneca vaccine for elderly patients.What about the Pfizer vaccine?7 Dead and 100% of Residents Infected in Spanish Nursing Home After Being Injected with Experimental Pfizer mRNA COVID Shots  
https://t.co/bUvjDGDJl4 
https://t.co/AKHDwsChPA"
1,37363E+18;1;"Fauci was, in fact, recommending a highly dangerous vaccine for protection against AN EPIDEMIC THAT DIDN’T EXIST AT ALL. 

https://t.co/kZzO88FhfB"
1,38824E+18;1;"Whats worse??  Being a guinea pig for an untested vaccine or one for ""normality""? https://t.co/yc4N8hA84h"
1,38728E+18;0;Ummm guys...it’s science. Don’t listen to idiots. #VaccinesWork #vaccine #getit #asap https://t.co/hMOczn1teN
1,37299E+18;0;"It's so Awesome seeing friends &amp; comrads getting vaccinated every time I open Twitter &amp; FB <U+0001F49E> So Exciting! I've been vacanated since October with the Moderna Study.  I'm so happy everyone is catching up!! #vaccinated #GetVaccinated https://t.co/xJEUmYYLoE"
1,3733E+18;0;My mom, my dad, Jason’s mom, and Jason’s dad have all received their first vaccine dose and I’ve achieved peak happiness
1,34567E+18;1;The reality is only one, Pfeizer RNA is an experimental vaccine, the guinea pigs will be us all. you take your hypothèses for realities without ever having tested them. You cannot play Russian roulette with people's lives. its a crime. clean up the air not vaccinate. it's enough.
1,38742E+18;0;"Well I have been told for vaccine to be effective i need to post in social media.<U+0001F605><U+0001F609>
#letsgetvaccinated #VaccinesWork #vaccinearesafe #Moderna #Covid_19 https://t.co/XVnGiEa8X9"
1,37168E+18;1;"Moderna's top scientist: 'We are actually hacking the software of life' https://t.co/2iHORHPeah  When  FDA approves of this gene therapy, I'll consider using the product.  They are asking you to be a guinea pig. The mRNA trials w/ animals in 2005 &amp;2012 resulted in animals dying."
1,34438E+18;1;Yo imagine thinking its selfish to go to a bar but yelling at people to take an unproven vaccine just so you may have a shot to go to one too? Its really the same thing except the 2nd one is a good virtue signal.
1,34684E+18;1;The Covid-19 Vaccine and the  U.S. policy of depopulation https://t.co/MlH25Eafsj via @Final Call News
1,34363E+18;0;Today I received my first dose of the Pfizer COVID-19 Vaccine. https://t.co/HXJge19ITt
1,37142E+18;1;"The mRNA gene therapy vaccine after reading the VARS reports does not discriminate by age or health.

You can be a healthy 20-21 year old and because their place of work coerced them into having the vaccine, doing the right thing cost these people their lives. <U+0001F494>"
1,3716E+18;1;AstraZeneca vaccine has been proven by human trials that it causes blood clots and is not good for human use yet somebody inside World Health Organization persistently defends it ! WHO denounced Madagascan medicine and is promoting the killer vaccine # what is its relevancy?
1,3717E+18;1;COVID-19 'Vaccines' Are Gene Therapy https://t.co/80xeu5kG8E https://t.co/JpT2TNLkl2
1,34432E+18;0;Every time I see another person post about getting the vaccine, I feel like I’m waiting in a really long ride at a theme park that just moved one inch. I know it’s still a long wait but I’m so excited.
1,3469E+18;0;I don’t need to worry about what’s in the COVID vaccine bc when I was a kid I would suck on dirty socks in hopes I would get sick and wouldn’t have to go to school
1,34614E+18;0;Well I just got my first jab of the Moderna vaccine. I'll let everyone know if my face melts off like the guy on Raiders of the Lost Ark. So far so good.
1,34366E+18;0;Just scheduled my first Covid vaccine appointment #soexcitediscreamed #bestchristmaspresentever #happynewyear https://t.co/ptqP8fU5Kw
1,37156E+18;1;"#BillGates, #AnthonyFauci, and the #NewWorldOrder would like you to shut up and comply.#sheeple
#KnowVax #Depopulation #Evil
#Pray #Believe #Repent #Revival
#JesusSaves #EndTimes #AreYouReady
https://t.co/GALlDs6tf3"
1,34404E+18;0;Got the email today...COVID vaccine #1 tomorrow at 0930. Feeling so grateful and just emotionally overwhelmed by this opportunity.
1,34578E+18;1;Trying untested vaccine  mixing is exceedly hazardous and dangerous experiment  on the British  public!Mixing Covid vaccines ‘not recommended’, says health agency https://t.co/htXEn0PFoY
1,34596E+18;1;Health experts flag #India’s early approval of two #coronavirus vaccines, which is tantamount ‘to rolling out an untested and unproven vaccine to the public which raises concerns.’ https://t.co/vClDc1j5zp https://t.co/qH28Y20BRA
1,37228E+18;1;"Does this rushed vaccine mission seem like the solution they came up with for the world's overpopulation problem?

Or is it just me...."
1,38828E+18;0;If anyone needs a covid vaccine hmu! We have extra at my job
1,39038E+18;0;omw to get my first dose of the vaccine https://t.co/qjCmwORCWl
1,34222E+18;0;If you've ever willingly eaten at a Waffle House after watching the cook and waitress chain smoke outside together, don't worry about what's in the COVID vaccine, you'll be fine.
1,38793E+18;1;"Take a look at our study and the performance data that will help increase your confidence and security of supply for gene therapy and vaccine research.
https://t.co/Piw2yIZgUg https://t.co/cc2SKhudTw"
1,37251E+18;1;"The globally pushed vaccine agenda is the beginning of the global depopulation program &amp; human enslavement system. They ban doctors or scientists that try to warn you of the evil Big Pharma injections program. Don’t take the jab jab of the beast. Corona has a 99% survival rate. https://t.co/jZKKqwzR7n"
1,34634E+18;1;"Witchcraft is people saying ""Dr Sebi isn't a scientist""...Yet are told by a computer geek who has being preaching depopulation forever..that  a vaccine is meant to preserve lives and we believe<U+0001F623><U+0001F623>.."
1,38825E+18;1;Haahhaaa Get the vaccine they say trust us we care about your health and wellbeing #co2vid  #ClimateScam #DepopulationAgenda https://t.co/IBcRzIWqfs
1,35987E+18;0;"Finally #Vaccinated<U+270C> and Moderna-ized #firstdose @moderna_tx 

I am deeply grateful to all the incredible scientists, physicians, volunteers and front line health workers who made this possible.

“To end this pandemic, we must trust science” https://t.co/hDPYoyEVnk"
1,38756E+18;0;"Don’t believe Bill’s hype...

#auspol #nzpol #ukpolitics #USPolitics #BillGates #vaccine #VaccinesWork #vaccinated 
https://t.co/sj7QqYHl5h"
1,34425E+18;0;Amazing news. Mhra say both Pfizer and Oxford vaccines can be used in pregnant and breastfeeding women after a discussion about risk and benefits. Thank you for treating us as grownups (my boob obsessed 14 month old is also grateful)!
1,38635E+18;0;If you can recite the fairly odd parents intro song word for word, don’t worry about what’s in the vaccine
1,3422E+18;0;If you eat seafood don’t worry about what’s in the vaccine.
1,38566E+18;1;Covid is fake and gay. The vaccine is a dangerous gene therapy meant for depopulation.
1,34691E+18;0;I got my nose pierced in George's arcade. I am simply not afraid of the vaccine.
1,38652E+18;1;Is it corona vaccine or depopulation vaccine https://t.co/LrD3DDrTUr
1,37226E+18;1;Group Leader, Cell Culture, Gene Therapy, - Chesterfield, Missouri - Pfizer #ScienceJobs https://t.co/k1yZ4GPQAQ
1,35922E+18;0;Just got my appointment for my second vaccine...
1,38828E+18;0;India vaccination centres close due to shortages amid another record COVID-19 surge - Global News https://t.co/TMwd1vZ379 via @GoogleNews
1,35927E+18;0;Just got my second Moderna shot. I feel like I won the lottery! #pandemiclife #GetVaccinated #Moderna #CovidVaccine
1,39015E+18;1;"https://t.co/IIYA4Nu8Bq
Its time we compel our ""government "" to inform public for every covid death that whether the person had  taken the covid poison vaccine. This deepstate depopulation agenda should be stopped now itself."
1,34368E+18;0;In less than 2 hours, I will be getting my first Moderna shot. I'm so excited and grateful. Looking forward to going into work feeling less scared. #healthcareworker #phase1a #supportyourlocalcommunityhealthcenter
1,34299E+18;0;if you grew up drinking clydes water dont worry about whats in the vaccine
1,35982E+18;1;"Jonathan Van-Tam: ""YOUR CHILD that has a 99.997% chance of survival (if infected!) WILL TAKE #COVID19 experimental ""VACCINE"" that hasn't been through trial &amp; has proven side-effects.""

Susan: ""Your voice is so calming!""
Harry: ""Jonathan for PM!"" 
Sarah: ""You're so reassuring!"" https://t.co/QXQWy0fukL"
1,3871E+18;0;"It has been a long time since I've been able to head to the coffee shop to do some work.

Thank you Pfizer. Thank you science. Thanks to the doctors and nurses who got us here.

#GetVaccinated #doyourpart https://t.co/xDfeQbv1q6"
1,37295E+18;0;"“Being #vaccinated doesn’t mean you are immune. It means you have a better chance of protection.”
-Ali Ellebedy

https://t.co/6DnoFrNDW7"
1,34637E+18;1;(Acts 29:26875)  TO KILL US ALL before God shows up, according to them, and they have exacted commanded that the SERUM OF SATAN, THAT EXPERIMENTAL DRUG OF THE DEVIL be given to all of God's people FIRST, and we are the GUINEA PIGS of Satan right now, THE MARK OF THE BEAST vaccine
1,38784E+18;0;"I received my second vaccine shot yesterday &amp; did not pass out from the thought of the needle. Yay!!! Thanks @Endo_Jenn for being prepared &amp; keeping me calm. <U+0001F60A>

#CovidVaccine #COVID19Vaccine #vaccinated #sciencewillwin #chronicillness https://t.co/Xzz7fp7wBb"
1,35877E+18;1;"Vital info when considering ""informed consent""? COVID-19 VACCINE: A Slow-Motion Genocidal Bioweapon… https://t.co/kSeWwtYi4e"
1,38828E+18;0;Vaccine booked Monday night <U+0001F601>#FuckCovid
1,3732E+18;0;Felt quite poetic that “My Shot” from @HamiltonMusical was playing on my way to get my first Covid vaccine <U+0001F489> #GetVaccinated https://t.co/vbqlviGdsc
1,3604E+18;0;I work in school and we are in person teaching. Got my first COVID vaccine. I’m curious how many people have been able to get one.
1,37314E+18;1;"I was right about BLM... I was right about the Democrats...  Let's hope I'm wrong about the vaccine...

But we know I'm right.. That shxt amounts to gene therapy..."
1,36042E+18;0;Don’t have any pictures or anything but got my first round of Covid Vaccine today. Trying to do my part to beat this disease!
